run_accession	study_accession	sample_accession	experiment_accession	scientific_name	tax_id	study_title	sample_title	experiment_title	library_name	cell_line	cell_type	library_strategy	library_source	library_selection	library_layout	instrument_platform	instrument_model	fastq_ftp	fastq_md5	fastq_bytes
ERR10745759	PRJEB55916	SAMEA111346199	ERX10196391	Cricetulus griseus	10029	SLAM-seq Reveals Early Transcriptomic Response Mechanisms upon Glutamine Deprivation in Chinese Hamster Ovary Cells	167855	Illumina NovaSeq 6000 sequencing	CHO-K1_SLAMseq_pre-cult.L_1			OTHER	TRANSCRIPTOMIC	Oligo-dT	SINGLE	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR107/059/ERR10745759/ERR10745759.fastq.gz	c4bf8fc3bdd4d30352c84b1d308662f2	1471757275
ERR10745764	PRJEB55916	SAMEA111346204	ERX10196396	Cricetulus griseus	10029	SLAM-seq Reveals Early Transcriptomic Response Mechanisms upon Glutamine Deprivation in Chinese Hamster Ovary Cells	167860	Illumina NovaSeq 6000 sequencing	CHO-K1_SLAMseq_pre-cult.E_3			OTHER	TRANSCRIPTOMIC	Oligo-dT	SINGLE	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR107/064/ERR10745764/ERR10745764.fastq.gz	aadd950d929025a2f1e30ec072b332c4	1491892265
ERR10745765	PRJEB55916	SAMEA111346205	ERX10196397	Cricetulus griseus	10029	SLAM-seq Reveals Early Transcriptomic Response Mechanisms upon Glutamine Deprivation in Chinese Hamster Ovary Cells	167861	Illumina NovaSeq 6000 sequencing	CHO-K1_SLAMseq_TP1_8mMQ_E1			OTHER	TRANSCRIPTOMIC	Oligo-dT	SINGLE	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR107/065/ERR10745765/ERR10745765.fastq.gz	7cad09583b1f473e35912136fc084044	1408883813
ERR10745767	PRJEB55916	SAMEA111346207	ERX10196399	Cricetulus griseus	10029	SLAM-seq Reveals Early Transcriptomic Response Mechanisms upon Glutamine Deprivation in Chinese Hamster Ovary Cells	167863	Illumina NovaSeq 6000 sequencing	CHO-K1_SLAMseq_TP1_8mMQ_E3			OTHER	TRANSCRIPTOMIC	Oligo-dT	SINGLE	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR107/067/ERR10745767/ERR10745767.fastq.gz	8f58b6a9f940f89c8964deed54f97c46	1542593343
ERR10745772	PRJEB55916	SAMEA111346212	ERX10196404	Cricetulus griseus	10029	SLAM-seq Reveals Early Transcriptomic Response Mechanisms upon Glutamine Deprivation in Chinese Hamster Ovary Cells	167868	Illumina NovaSeq 6000 sequencing	CHO-K1_SLAMseq_TP2_8mMQ_E2			OTHER	TRANSCRIPTOMIC	Oligo-dT	SINGLE	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR107/072/ERR10745772/ERR10745772.fastq.gz	20b5561d3580df3b05a8d8d7d3ba4bd7	1564457343
ERR10745775	PRJEB55916	SAMEA111346215	ERX10196407	Cricetulus griseus	10029	SLAM-seq Reveals Early Transcriptomic Response Mechanisms upon Glutamine Deprivation in Chinese Hamster Ovary Cells	167871	Illumina NovaSeq 6000 sequencing	CHO-K1_SLAMseq_TP2_0mMQ_E2			OTHER	TRANSCRIPTOMIC	Oligo-dT	SINGLE	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR107/075/ERR10745775/ERR10745775.fastq.gz	3b1a900ab167a77a23fc0dde01171a7b	1866479903
ERR10745780	PRJEB55916	SAMEA111346220	ERX10196412	Cricetulus griseus	10029	SLAM-seq Reveals Early Transcriptomic Response Mechanisms upon Glutamine Deprivation in Chinese Hamster Ovary Cells	167876	Illumina NovaSeq 6000 sequencing	CHO-K1_SLAMseq_TP3_0mMQ_E1			OTHER	TRANSCRIPTOMIC	Oligo-dT	SINGLE	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR107/080/ERR10745780/ERR10745780.fastq.gz	da060c23c0c3cf2af314f8df27b12a18	1192411528
ERR10745795	PRJEB55916	SAMEA111346235	ERX10196427	Cricetulus griseus	10029	SLAM-seq Reveals Early Transcriptomic Response Mechanisms upon Glutamine Deprivation in Chinese Hamster Ovary Cells	167891	Illumina NovaSeq 6000 sequencing	CHO-K1_SLAMseq_TP6_8mMQ_L1			OTHER	TRANSCRIPTOMIC	Oligo-dT	SINGLE	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR107/095/ERR10745795/ERR10745795.fastq.gz	1a97456ad29a62135ac808ec48ea9602	2048636244
ERR10745797	PRJEB55916	SAMEA111346237	ERX10196429	Cricetulus griseus	10029	SLAM-seq Reveals Early Transcriptomic Response Mechanisms upon Glutamine Deprivation in Chinese Hamster Ovary Cells	167893	Illumina NovaSeq 6000 sequencing	CHO-K1_SLAMseq_TP6_8mMQ_L3			OTHER	TRANSCRIPTOMIC	Oligo-dT	SINGLE	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR107/097/ERR10745797/ERR10745797.fastq.gz	873db69de7c709fa151c09733336978a	1564112590
ERR10745799	PRJEB55916	SAMEA111346239	ERX10196431	Cricetulus griseus	10029	SLAM-seq Reveals Early Transcriptomic Response Mechanisms upon Glutamine Deprivation in Chinese Hamster Ovary Cells	167895	Illumina NovaSeq 6000 sequencing	CHO-K1_SLAMseq_TP6_0mMQ_L2			OTHER	TRANSCRIPTOMIC	Oligo-dT	SINGLE	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR107/099/ERR10745799/ERR10745799.fastq.gz	dad5e4a47eeafe9c9fa1f3ebf0ec79aa	1107503053
ERR15000455	PRJEB89701	SAMEA118334020	ERX14404620	Cricetulus griseus	10029	Transcriptomic analysis of H1299, HEK293T and CHO-K1 treated with Filgotinib	Sample 11	Illumina NovaSeq 6000 sequencing: Transcriptomic analysis of H1299, HEK293T and CHO-K1 treated with Filgotinib	Sample 11_p	CHO-K1	ovary cell	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PAIRED	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR150/055/ERR15000455/ERR15000455_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR150/055/ERR15000455/ERR15000455_2.fastq.gz	d9dc5ba333c1143d604ae05e4df09df0;16d582a92e92cc8c27f6c69f170ac77e	1092418464;1136684086
ERR15000497	PRJEB89701	SAMEA118334062	ERX14404662	Cricetulus griseus	10029	Transcriptomic analysis of H1299, HEK293T and CHO-K1 treated with Filgotinib	Sample 5	Illumina NovaSeq 6000 sequencing: Transcriptomic analysis of H1299, HEK293T and CHO-K1 treated with Filgotinib	Sample 5_p	CHO-K1	ovary cell	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PAIRED	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR150/097/ERR15000497/ERR15000497_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR150/097/ERR15000497/ERR15000497_2.fastq.gz	0895a903d7b05407e5158930e6da6315;0f14ad5f9f8cdda693b1f71e07a392ae	938185951;1008230437
ERR15703122	PRJEB100792	SAMEA120370121	ERX15107949	Cricetulus griseus	10029	RNA-seq experiment of V79 cells treated with UV light and incubated either in monoculture or coculture with untreated cells	IA_3	Illumina NovaSeq 6000 sequencing: RNA-seq experiment of V79 cells treated with UV light and incubated either in monoculture or coculture with untreated cells	IA_3_p	V79	lung fibroblast	RNA-Seq	TRANSCRIPTOMIC	Oligo-dT	PAIRED	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR157/022/ERR15703122/ERR15703122_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR157/022/ERR15703122/ERR15703122_2.fastq.gz	732c3c6f5d3bee76845d560852d88a9e;767b02d6ac9565a6c4e04f90230fcf57	1903902551;1929467009
ERR15703131	PRJEB100792	SAMEA120370130	ERX15107958	Cricetulus griseus	10029	RNA-seq experiment of V79 cells treated with UV light and incubated either in monoculture or coculture with untreated cells	IFG_4	Illumina NovaSeq 6000 sequencing: RNA-seq experiment of V79 cells treated with UV light and incubated either in monoculture or coculture with untreated cells	IFG_4_p	V79	lung fibroblast	RNA-Seq	TRANSCRIPTOMIC	Oligo-dT	PAIRED	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR157/031/ERR15703131/ERR15703131_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR157/031/ERR15703131/ERR15703131_2.fastq.gz	b56c7974812b9ccca965e01487c97165;60f0f07e9521871ef5b2d79738effc1f	1806866304;1809023081
ERR15703132	PRJEB100792	SAMEA120370131	ERX15107959	Cricetulus griseus	10029	RNA-seq experiment of V79 cells treated with UV light and incubated either in monoculture or coculture with untreated cells	UA_1	Illumina NovaSeq 6000 sequencing: RNA-seq experiment of V79 cells treated with UV light and incubated either in monoculture or coculture with untreated cells	UA_1_p	V79	lung fibroblast	RNA-Seq	TRANSCRIPTOMIC	Oligo-dT	PAIRED	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR157/032/ERR15703132/ERR15703132_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR157/032/ERR15703132/ERR15703132_2.fastq.gz	659615471cc6aec25aebc901531aa207;38d26a03be58235e569f23ad1b11f64c	1832563277;1835200623
ERR15703135	PRJEB100792	SAMEA120370134	ERX15107962	Cricetulus griseus	10029	RNA-seq experiment of V79 cells treated with UV light and incubated either in monoculture or coculture with untreated cells	UA_4	Illumina NovaSeq 6000 sequencing: RNA-seq experiment of V79 cells treated with UV light and incubated either in monoculture or coculture with untreated cells	UA_4_p	V79	lung fibroblast	RNA-Seq	TRANSCRIPTOMIC	Oligo-dT	PAIRED	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR157/035/ERR15703135/ERR15703135_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR157/035/ERR15703135/ERR15703135_2.fastq.gz	79f5d014553b621a1d0b038c087d2988;514b8aa0f8c0b3b87ffb6b4a17394546	1886900141;1889959318
ERR15703138	PRJEB100792	SAMEA120370137	ERX15107965	Cricetulus griseus	10029	RNA-seq experiment of V79 cells treated with UV light and incubated either in monoculture or coculture with untreated cells	UF0_3	Illumina NovaSeq 6000 sequencing: RNA-seq experiment of V79 cells treated with UV light and incubated either in monoculture or coculture with untreated cells	UF0_3_p	V79	lung fibroblast	RNA-Seq	TRANSCRIPTOMIC	Oligo-dT	PAIRED	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR157/038/ERR15703138/ERR15703138_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR157/038/ERR15703138/ERR15703138_2.fastq.gz	f1005108838ee290b1d6625324fa5ec1;bba6f4a01e4c6731fec7af25a8259c52	2014756815;2017872400
ERR15703140	PRJEB100792	SAMEA120370139	ERX15107967	Cricetulus griseus	10029	RNA-seq experiment of V79 cells treated with UV light and incubated either in monoculture or coculture with untreated cells	UFG_1	Illumina NovaSeq 6000 sequencing: RNA-seq experiment of V79 cells treated with UV light and incubated either in monoculture or coculture with untreated cells	UFG_1_p	V79	lung fibroblast	RNA-Seq	TRANSCRIPTOMIC	Oligo-dT	PAIRED	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR157/040/ERR15703140/ERR15703140_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR157/040/ERR15703140/ERR15703140_2.fastq.gz	87921c51a5095057ae446c3d10212fcf;e605ee02702e76b033893cadfa114ab9	1647670544;1657791659
ERR15703143	PRJEB100792	SAMEA120370142	ERX15107970	Cricetulus griseus	10029	RNA-seq experiment of V79 cells treated with UV light and incubated either in monoculture or coculture with untreated cells	UFG_4	Illumina NovaSeq 6000 sequencing: RNA-seq experiment of V79 cells treated with UV light and incubated either in monoculture or coculture with untreated cells	UFG_4_p	V79	lung fibroblast	RNA-Seq	TRANSCRIPTOMIC	Oligo-dT	PAIRED	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR157/043/ERR15703143/ERR15703143_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR157/043/ERR15703143/ERR15703143_2.fastq.gz	a7c84d2588346a599fc27f16288f5116;dc9ac36f3dbb7ba53994ca318ef5ea10	2308030802;2307460113
ERR16729274	PRJEB108721	SAMEA121759863	ERX16120883	Cricetulus griseus	10029	Time series multi-omics data generation and analysis in a CHO fed-batch culture	B12_D4	Illumina NovaSeq 6000 sequencing	21852RS0001L01			RNA-Seq	TRANSCRIPTOMIC	RANDOM PCR	SINGLE	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR167/074/ERR16729274/ERR16729274_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR167/074/ERR16729274/ERR16729274_2.fastq.gz	ce1cb898bef4f8369abef8fda800f9cc;9e636493cf4b4045fdf3e0e89294cb3a	772444810;820461175
ERR16729276	PRJEB108721	SAMEA121759865	ERX16120885	Cricetulus griseus	10029	Time series multi-omics data generation and analysis in a CHO fed-batch culture	B12_D6	Illumina NovaSeq 6000 sequencing	21852RS0003L01			RNA-Seq	TRANSCRIPTOMIC	RANDOM PCR	SINGLE	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR167/076/ERR16729276/ERR16729276_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR167/076/ERR16729276/ERR16729276_2.fastq.gz	b9c2752d12ae36688922c5d3519cbc10;798a2779577bf85a6483e5e5147e58b6	779519196;821265297
ERR16729278	PRJEB108721	SAMEA121759867	ERX16120887	Cricetulus griseus	10029	Time series multi-omics data generation and analysis in a CHO fed-batch culture	B12_D8	Illumina NovaSeq 6000 sequencing	21852RS0005L01			RNA-Seq	TRANSCRIPTOMIC	RANDOM PCR	SINGLE	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR167/078/ERR16729278/ERR16729278_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR167/078/ERR16729278/ERR16729278_2.fastq.gz	80c45fce29de96f4c4be0cf5809b3529;305651fb93f37dcbc077bf4c8aba7581	900981693;953346264
ERR16729283	PRJEB108721	SAMEA121759872	ERX16120892	Cricetulus griseus	10029	Time series multi-omics data generation and analysis in a CHO fed-batch culture	B13_D5	Illumina NovaSeq 6000 sequencing	21852RS0010L01			RNA-Seq	TRANSCRIPTOMIC	RANDOM PCR	SINGLE	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR167/083/ERR16729283/ERR16729283_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR167/083/ERR16729283/ERR16729283_2.fastq.gz	9190042e486d03f65ece2f9ab49a84db;1fc4a61365cdf0ffeaf3999dfbbaa762	817356773;843624284
ERR16729284	PRJEB108721	SAMEA121759873	ERX16120893	Cricetulus griseus	10029	Time series multi-omics data generation and analysis in a CHO fed-batch culture	B13_D6	Illumina NovaSeq 6000 sequencing	21852RS0011L01			RNA-Seq	TRANSCRIPTOMIC	RANDOM PCR	SINGLE	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR167/084/ERR16729284/ERR16729284_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR167/084/ERR16729284/ERR16729284_2.fastq.gz	7b2b87eafe3eca8495a7f8eb8e0ac093;0107edea5a219487cea1efa72be8b521	852951713;877706623
ERR16729285	PRJEB108721	SAMEA121759874	ERX16120894	Cricetulus griseus	10029	Time series multi-omics data generation and analysis in a CHO fed-batch culture	B13_D7	Illumina NovaSeq 6000 sequencing	21852RS0012L01			RNA-Seq	TRANSCRIPTOMIC	RANDOM PCR	SINGLE	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR167/085/ERR16729285/ERR16729285_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR167/085/ERR16729285/ERR16729285_2.fastq.gz	846084e3fc8436a1d55d1a52ee139dbe;595adf7f42a0866e56d908673a92f013	784173999;801361293
ERR16729287	PRJEB108721	SAMEA121759876	ERX16120896	Cricetulus griseus	10029	Time series multi-omics data generation and analysis in a CHO fed-batch culture	B13_D11	Illumina NovaSeq 6000 sequencing	21852RS0014L01			RNA-Seq	TRANSCRIPTOMIC	RANDOM PCR	SINGLE	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR167/087/ERR16729287/ERR16729287_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR167/087/ERR16729287/ERR16729287_2.fastq.gz	ed5ce51a147fd7942cf27a9a9666c3ce;eefc740396bdd5c06236babe90dc4f65	724970186;747515526
ERR16729289	PRJEB108721	SAMEA121759878	ERX16120898	Cricetulus griseus	10029	Time series multi-omics data generation and analysis in a CHO fed-batch culture	B13_D14	Illumina NovaSeq 6000 sequencing	21852RS0016L01			RNA-Seq	TRANSCRIPTOMIC	RANDOM PCR	SINGLE	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR167/089/ERR16729289/ERR16729289_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR167/089/ERR16729289/ERR16729289_2.fastq.gz	2b15528a37f828785af98cbcba0bbe9c;090a93cd35acaa177ac0de1bd04b1cbe	930172647;986634784
ERR16729291	PRJEB108721	SAMEA121759880	ERX16120900	Cricetulus griseus	10029	Time series multi-omics data generation and analysis in a CHO fed-batch culture	B14_D5	Illumina NovaSeq 6000 sequencing	21852RS0018L01			RNA-Seq	TRANSCRIPTOMIC	RANDOM PCR	SINGLE	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR167/091/ERR16729291/ERR16729291_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR167/091/ERR16729291/ERR16729291_2.fastq.gz	c401a9e6d953e80c1c3be6fce629edf6;b93f7c503f02cb86e69fcffbff9c5e61	789429594;828808100
ERR2189808	PRJEB12319	SAMEA3709419	ERX2245923	Cricetulus griseus	10029	CHO_cell_line_sequencing_and_assembly	CHO6262360	Illumina HiSeq 2500 paired end sequencing	DN447130R:A1			WGS	GENOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/008/ERR2189808/ERR2189808_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/008/ERR2189808/ERR2189808_2.fastq.gz	8616eae04e85d28d0f16e4ba10127bc2;732db44c8021c51ee48f9216831aa687	19592529755;20148385096
ERR2189809	PRJEB12319	SAMEA3709419	ERX2245924	Cricetulus griseus	10029	CHO_cell_line_sequencing_and_assembly	CHO6262360	Illumina HiSeq 2500 paired end sequencing	DN447130R:A1			WGS	GENOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/009/ERR2189809/ERR2189809_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR218/009/ERR2189809/ERR2189809_2.fastq.gz	c8b8bdece763f7e872efa1f1c8939288;979e2a2eaef30edf7a9da82d2b28418e	19654890465;20084578946
ERR2192894	PRJEB12319	SAMEA3709418	ERX2249009	Cricetulus griseus	10029	CHO_cell_line_sequencing_and_assembly	CHO6262359	Illumina HiSeq 2500 paired end sequencing	DN427020C:A1			WGS	GENOMIC	RANDOM	PAIRED	ILLUMINA	Illumina HiSeq 2500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/004/ERR2192894/ERR2192894_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR219/004/ERR2192894/ERR2192894_2.fastq.gz	43d5bbd08394e6915b80b7de04d746ea;c8ea35d9aa9fdd27b37a1e5b5f73f936	13935483402;15287758226
ERR2528954	PRJEB26090	SAMEA4590093	ERX2547791	Cricetulus griseus	10029	Two different S/MAR extraction methods namely the 2M NaCl and LIS extraction method has been used on two mammalian cell lines human and Chinese hamster. The extracted S/MAR was sequenced using NGS and sequence were analyzed to compare between the two cells.	Chinese hamster ovary cells extracted using LIS and produced scaffold fractions	Illumina HiSeq 2000 paired end sequencing	unspecified	Chinese hamster ovary cells		AMPLICON	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR252/004/ERR2528954/ERR2528954_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR252/004/ERR2528954/ERR2528954_2.fastq.gz	82f76fdb15e90ba15671a1f82497cef9;eca0cb1c4d9779b625ecadeb415d05d6	284925004;298256705
ERR2529037	PRJEB26090	SAMEA4590193	ERX2547874	Cricetulus griseus	10029	Two different S/MAR extraction methods namely the 2M NaCl and LIS extraction method has been used on two mammalian cell lines human and Chinese hamster. The extracted S/MAR was sequenced using NGS and sequence were analyzed to compare between the two cells.	Chinese hamster ovary cells extracted using 2M NaCl and produced matrix fractions	Illumina HiSeq 2000 paired end sequencing	unspecified	Chinese hamster ovary cells		AMPLICON	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR252/007/ERR2529037/ERR2529037_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR252/007/ERR2529037/ERR2529037_2.fastq.gz	6c1388b8b040c7f8c3a26e08128271e0;9284df9d219b2d1f43295fc014a7a353	335401070;344474127
ERR2529041	PRJEB26090	SAMEA4590197	ERX2547878	Cricetulus griseus	10029	Two different S/MAR extraction methods namely the 2M NaCl and LIS extraction method has been used on two mammalian cell lines human and Chinese hamster. The extracted S/MAR was sequenced using NGS and sequence were analyzed to compare between the two cells.	Chinese hamster ovary cells extracted using 2M NaCl and produced matrix fractions	Illumina HiSeq 2000 paired end sequencing	unspecified	Chinese hamster ovary cells		AMPLICON	GENOMIC	other	PAIRED	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR252/001/ERR2529041/ERR2529041_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR252/001/ERR2529041/ERR2529041_2.fastq.gz	c3342b067974cebaeb5df7f5aabc01db;a124a6dd7439e08c7a78c595609b0eb9	10458641;10610167
ERR2593201	PRJEB9291	SAMEA4681449	ERX2609477	Cricetulus griseus	10029	Dynamic changes in expression levels and histone modifications were analyzed in a CHO-K1 batch culture by capturing expression profiles every 24 hours and histone modifications every 12 hours for understanding the contribution of epigenetic regulation on culture behavior of CHO cells.	Expression profile of CHO-K1_8mM_Gln	Illumina HiSeq 2000 paired end sequencing	unspecified			RNA-Seq	TRANSCRIPTOMIC	unspecified	PAIRED	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2593201/ERR2593201_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2593201/ERR2593201_2.fastq.gz	5b287cba2da03de276916d9a40635aec;fdd6a1b3bdb27f21cc9f7fb38953626d	2591637312;2641399451
ERR2593202	PRJEB9291	SAMEA4681450	ERX2609478	Cricetulus griseus	10029	Dynamic changes in expression levels and histone modifications were analyzed in a CHO-K1 batch culture by capturing expression profiles every 24 hours and histone modifications every 12 hours for understanding the contribution of epigenetic regulation on culture behavior of CHO cells.	Expression profile of CHO-K1_8mM_Gln	Illumina HiSeq 2000 paired end sequencing	unspecified			RNA-Seq	TRANSCRIPTOMIC	unspecified	PAIRED	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2593202/ERR2593202_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2593202/ERR2593202_2.fastq.gz	5bbdc5d340c6dbea0f5b1eaeae1a0e0f;4b650944c174f4039c2dd9c189e9b4ae	2638091476;2631712687
ERR2593626	PRJEB9291	SAMEA4681866	ERX2609901	Cricetulus griseus	10029	Dynamic changes in expression levels and histone modifications were analyzed in a CHO-K1 batch culture by capturing expression profiles every 24 hours and histone modifications every 12 hours for understanding the contribution of epigenetic regulation on culture behavior of CHO cells.	Histone modifications CHO-K1_8mM_Gln	Illumina HiSeq 2000 sequencing	unspecified			ChIP-Seq	GENOMIC	ChIP-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2593626/ERR2593626.fastq.gz	1cc2115f395de45ab9e1a549dfbb582f	1566413011
ERR2593629	PRJEB9291	SAMEA4681869	ERX2609904	Cricetulus griseus	10029	Dynamic changes in expression levels and histone modifications were analyzed in a CHO-K1 batch culture by capturing expression profiles every 24 hours and histone modifications every 12 hours for understanding the contribution of epigenetic regulation on culture behavior of CHO cells.	Histone modifications CHO-K1_8mM_Gln	Illumina HiSeq 2000 sequencing	unspecified			ChIP-Seq	GENOMIC	ChIP-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/009/ERR2593629/ERR2593629.fastq.gz	4fe810fbfe4a9791022bd461612a67b0	1465092112
ERR2593631	PRJEB9291	SAMEA4681871	ERX2609906	Cricetulus griseus	10029	Dynamic changes in expression levels and histone modifications were analyzed in a CHO-K1 batch culture by capturing expression profiles every 24 hours and histone modifications every 12 hours for understanding the contribution of epigenetic regulation on culture behavior of CHO cells.	Histone modifications CHO-K1_8mM_Gln	Illumina HiSeq 2000 sequencing	unspecified			ChIP-Seq	GENOMIC	ChIP-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2593631/ERR2593631.fastq.gz	42e7550b0c10d118e36a922d92fbdd07	1526041939
ERR2593633	PRJEB9291	SAMEA4681873	ERX2609908	Cricetulus griseus	10029	Dynamic changes in expression levels and histone modifications were analyzed in a CHO-K1 batch culture by capturing expression profiles every 24 hours and histone modifications every 12 hours for understanding the contribution of epigenetic regulation on culture behavior of CHO cells.	Histone modifications CHO-K1_8mM_Gln	Illumina HiSeq 2000 sequencing	unspecified			ChIP-Seq	GENOMIC	ChIP-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/003/ERR2593633/ERR2593633.fastq.gz	cc7ad130005ff8a71ab893e7cb2287c5	3014531451
ERR2593638	PRJEB9291	SAMEA4681878	ERX2609913	Cricetulus griseus	10029	Dynamic changes in expression levels and histone modifications were analyzed in a CHO-K1 batch culture by capturing expression profiles every 24 hours and histone modifications every 12 hours for understanding the contribution of epigenetic regulation on culture behavior of CHO cells.	Histone modifications CHO-K1_8mM_Gln	Illumina HiSeq 2000 sequencing	unspecified			ChIP-Seq	GENOMIC	ChIP-Seq	SINGLE	ILLUMINA	Illumina HiSeq 2000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2593638/ERR2593638.fastq.gz	5b3f18f2f5c1fc6f9bdc22641561d3b4	1657977469
